# step time Epot/N T Pxx Pyy Pzz Lx Lz gap comF areaperlipid
11000 55.0000 -2.571724 0.9974 0.105357 -0.063391 -0.204591 14.0342 17.2072 0.74579 154.274503 1.36777
11100 55.5000 -2.574055 1.0008 0.052255 -0.158465 -0.133711 14.0336 17.2048 0.73832 145.580290 1.36765
11200 56.0000 -2.564440 0.9927 0.053180 0.066199 0.278709 14.0302 17.2088 0.77296 161.401684 1.36699
11300 56.5000 -2.578536 0.9962 0.002279 0.232071 -0.062122 14.0283 17.2044 0.84311 148.168848 1.36662
11400 57.0000 -2.575463 0.9839 0.074250 0.062122 0.002508 14.0276 17.2006 0.84055 180.294876 1.36648
11500 57.5000 -2.555957 0.9761 -0.138760 -0.050628 0.177301 14.0249 17.1961 0.83524 186.699810 1.36596
11600 58.0000 -2.561367 1.0019 0.061628 0.261954 0.278906 14.0214 17.1924 0.82976 189.380747 1.36527
11700 58.5000 -2.583645 1.0089 0.051974 0.175175 -0.153952 14.0291 17.1992 0.78749 172.897606 1.36677
11800 59.0000 -2.597495 1.0171 -0.189500 0.079676 -0.107567 14.0326 17.1911 0.85083 150.613790 1.36746
11900 59.5000 -2.591919 0.9999 0.048775 -0.103800 0.040579 14.0316 17.1867 0.78173 174.716924 1.36726
12000 60.0000 -2.570655 0.9915 0.146791 0.221084 0.497664 14.0314 17.1840 0.86853 198.989991 1.36723
12100 60.5000 -2.605281 1.0059 -0.133321 -0.235278 -0.062832 14.0323 17.1816 0.90058 161.803491 1.36740
12200 61.0000 -2.609727 1.0155 -0.059304 -0.207498 0.052079 14.0327 17.1789 0.92802 160.218534 1.36747
12300 61.5000 -2.573562 0.9770 0.265290 -0.119334 0.059700 14.0373 17.1767 0.85741 154.337850 1.36837
12400 62.0000 -2.586004 1.0027 0.083944 0.110420 0.255645 14.0385 17.1757 0.86353 153.735609 1.36860
12500 62.5000 -2.600930 1.0006 -0.110066 -0.104265 0.179986 14.0354 17.1762 0.84030 151.404751 1.36800
12600 63.0000 -2.628126 1.0085 -0.094421 -0.404783 -0.567673 14.0301 17.1740 0.82040 153.195081 1.36697
12700 63.5000 -2.616672 0.9905 0.098969 -0.204950 -0.066296 14.0272 17.1761 0.87929 184.041481 1.36641
12800 64.0000 -2.620146 0.9890 -0.057521 0.011133 0.125180 14.0239 17.1701 0.85899 195.327808 1.36576
12900 64.5000 -2.613410 0.9872 -0.225603 0.040940 -0.156778 14.0178 17.1648 0.85496 184.691079 1.36457
13000 65.0000 -2.639652 1.0114 0.100790 0.004504 -0.223687 14.0159 17.1609 0.84150 157.086487 1.36420
13100 65.5000 -2.653926 0.9902 -0.187598 -0.071662 0.279229 14.0155 17.1605 0.82462 127.625019 1.36413
13200 66.0000 -2.626588 0.9697 -0.109077 -0.004305 0.031357 14.0136 17.1556 0.83039 154.862740 1.36375
13300 66.5000 -2.629234 0.9855 -0.085791 0.158441 0.014046 14.0117 17.1541 0.78773 148.476539 1.36338
13400 67.0000 -2.639482 0.9895 -0.079964 -0.010462 -0.144695 14.0108 17.1506 0.79754 147.204176 1.36320
13500 67.5000 -2.648295 1.0032 0.089169 0.091410 -0.009511 14.0100 17.1539 0.75834 199.347927 1.36306
13600 68.0000 -2.652365 1.0156 -0.202988 0.084031 -0.205325 14.0115 17.1547 0.79865 138.598516 1.36335
13700 68.5000 -2.623024 1.0028 0.127778 0.024247 0.011294 14.0138 17.1466 0.80564 117.578998 1.36380
13800 69.0000 -2.629133 0.9910 0.091135 -0.049360 0.123801 14.0169 17.1430 0.72295 167.950456 1.36439
13900 69.5000 -2.639258 0.9790 0.136768 -0.126566 0.044716 14.0132 17.1459 0.78953 175.090358 1.36369
14000 70.0000 -2.659307 1.0051 0.062415 -0.193212 -0.473825 14.0088 17.1448 0.77286 181.033925 1.36283
14100 70.5000 -2.639175 0.9973 -0.321304 -0.013674 -0.172444 14.0089 17.1410 0.75600 155.046523 1.36283
14200 71.0000 -2.687351 1.0008 -0.261404 -0.250943 -0.269852 14.0048 17.1380 0.84755 124.958540 1.36204
14300 71.5000 -2.655456 1.0293 0.249079 0.237581 0.062082 14.0060 17.1361 0.83158 144.856081 1.36229
14400 72.0000 -2.617890 1.0143 0.333479 0.226844 0.129054 14.0143 17.1454 0.86012 157.470712 1.36390
14500 72.5000 -2.640417 0.9922 -0.149817 -0.077165 0.058956 14.0161 17.1506 0.79346 182.265149 1.36424
14600 73.0000 -2.622566 1.0174 -0.058559 -0.161118 -0.037517 14.0186 17.1514 0.79156 172.707583 1.36474
14700 73.5000 -2.624921 1.0144 -0.041719 -0.042092 -0.084938 14.0227 17.1511 0.78813 160.958780 1.36554
14800 74.0000 -2.605171 0.9853 0.109234 0.008020 -0.135980 14.0208 17.1493 0.85663 150.485925 1.36515
14900 74.5000 -2.632151 1.0030 0.124794 -0.036562 0.056901 14.0178 17.1511 0.79537 167.468444 1.36457
15000 75.0000 -2.611134 0.9844 0.156361 0.104568 -0.083811 14.0223 17.1543 0.80467 163.112138 1.36545
15100 75.5000 -2.603866 0.9808 0.103212 -0.052608 0.264235 14.0223 17.1481 0.77622 184.208812 1.36544
15200 76.0000 -2.607281 1.0126 0.012799 -0.115167 0.054834 14.0227 17.1556 0.78765 163.479678 1.36552
15300 76.5000 -2.591362 1.0049 0.002084 0.033676 0.253742 14.0249 17.1633 0.68097 172.223297 1.36595
15400 77.0000 -2.597260 0.9945 -0.086971 0.016158 -0.067870 14.0264 17.1651 0.80392 155.526148 1.36624
15500 77.5000 -2.592092 1.0031 -0.006130 -0.228450 0.108431 14.0271 17.1679 0.86166 122.167530 1.36639
15600 78.0000 -2.586528 0.9943 0.026010 -0.100670 0.204773 14.0271 17.1703 0.87753 139.571593 1.36639
15700 78.5000 -2.585409 0.9736 0.063152 -0.088370 0.189206 14.0224 17.1681 0.81486 169.266572 1.36547
15800 79.0000 -2.639260 1.0001 0.157191 -0.393393 -0.146899 14.0160 17.1614 0.87452 126.152322 1.36423
15900 79.5000 -2.638925 0.9912 0.025746 0.002741 -0.238102 14.0127 17.1514 0.86230 106.614190 1.36358
16000 80.0000 -2.651608 0.9912 -0.109786 0.071953 0.415824 14.0120 17.1447 0.82499 127.583526 1.36345
16100 80.5000 -2.642403 0.9709 0.039076 -0.022129 0.265146 14.0115 17.1478 0.83750 185.200805 1.36334
16200 81.0000 -2.636859 0.9810 -0.047331 0.104947 -0.103667 14.0109 17.1477 0.85287 184.530146 1.36322
16300 81.5000 -2.657973 0.9817 -0.028275 0.067127 0.027021 14.0082 17.1426 0.77589 159.128548 1.36271
16400 82.0000 -2.661115 0.9992 -0.143127 -0.163987 0.111620 14.0092 17.1447 0.81380 132.624173 1.36291
16500 82.5000 -2.639435 0.9936 -0.050791 -0.120456 -0.130123 14.0100 17.1460 0.75183 148.422143 1.36305
16600 83.0000 -2.638020 0.9825 -0.089661 0.138345 -0.607813 14.0105 17.1430 0.75884 158.618625 1.36316
16700 83.5000 -2.610902 0.9739 -0.051507 0.132010 0.362895 14.0105 17.1466 0.78860 194.840033 1.36315
16800 84.0000 -2.619163 0.9800 -0.140210 0.063522 -0.240949 14.0113 17.1484 0.80401 183.291461 1.36331
16900 84.5000 -2.665805 1.0155 -0.227412 -0.258150 -0.106318 14.0122 17.1491 0.80114 147.808076 1.36348
17000 85.0000 -2.620574 0.9935 -0.051743 0.118510 0.232015 14.0132 17.1534 0.81832 181.038270 1.36368
17100 85.5000 -2.635703 0.9690 -0.200142 -0.033745 -0.583744 14.0107 17.1479 0.83624 147.079774 1.36320
17200 86.0000 -2.660633 0.9969 -0.034575 -0.145823 0.119014 14.0096 17.1440 0.78050 186.284643 1.36298
17300 86.5000 -2.618193 0.9844 0.164044 0.223612 -0.050212 14.0128 17.1478 0.79234 155.670590 1.36361
17400 87.0000 -2.634546 0.9914 -0.165289 0.017449 -0.048757 14.0108 17.1455 0.83993 159.502228 1.36322
17500 87.5000 -2.607645 1.0031 0.044805 0.079922 -0.127109 14.0156 17.1484 0.83593 196.390172 1.36415
17600 88.0000 -2.620969 1.0002 -0.110108 -0.027405 -0.165541 14.0155 17.1525 0.89354 148.442152 1.36413
17700 88.5000 -2.617553 0.9827 0.107830 0.153822 -0.319571 14.0145 17.1577 0.83242 114.425269 1.36394
17800 89.0000 -2.641902 1.0201 -0.054270 -0.079735 0.016252 14.0136 17.1605 0.77595 127.613629 1.36375
17900 89.5000 -2.624717 0.9956 -0.115157 0.127704 -0.063871 14.0105 17.1627 0.80344 150.892275 1.36316
18000 90.0000 -2.634806 0.9941 -0.164494 -0.004367 0.020184 14.0106 17.1660 0.85741 165.533079 1.36317
18100 90.5000 -2.622589 0.9937 0.340248 0.141734 0.060438 14.0101 17.1699 0.79753 180.549349 1.36308
18200 91.0000 -2.647562 0.9863 -0.295497 -0.181593 -0.303895 14.0096 17.1644 0.75750 155.457156 1.36298
18300 91.5000 -2.644703 0.9776 0.017064 -0.013219 0.276897 14.0051 17.1599 0.74719 153.662135 1.36210
18400 92.0000 -2.636003 0.9700 0.160829 -0.081388 -0.017789 14.0036 17.1558 0.82050 119.245393 1.36181
18500 92.5000 -2.685302 1.0066 0.004495 -0.239354 -0.305932 14.0011 17.1542 0.83457 123.581195 1.36133
18600 93.0000 -2.640580 0.9909 -0.010509 -0.094233 -0.324714 14.0032 17.1522 0.83630 159.166232 1.36174
18700 93.5000 -2.605535 0.9518 0.206860 0.095078 0.578985 14.0042 17.1503 0.89158 134.424780 1.36193
18800 94.0000 -2.627854 0.9832 -0.036331 -0.296458 -0.107557 14.0019 17.1605 0.85639 134.394035 1.36147
18900 94.5000 -2.625064 0.9830 0.069304 0.165958 0.298311 13.9981 17.1632 0.88626 115.508153 1.36073
19000 95.0000 -2.646703 1.0192 -0.075055 -0.070456 0.004617 14.0024 17.1694 0.90173 123.742041 1.36157
19100 95.5000 -2.634762 0.9652 0.179063 -0.197444 0.104438 14.0004 17.1714 0.90371 150.725329 1.36118
19200 96.0000 -2.650317 0.9871 0.171238 -0.090374 -0.258801 13.9951 17.1631 0.86402 137.280943 1.36017
19300 96.5000 -2.644075 0.9963 0.096136 0.103733 0.033184 13.9966 17.1698 0.88799 151.069819 1.36045
19400 97.0000 -2.625623 1.0075 -0.113580 0.277298 0.133713 14.0017 17.1726 0.83697 162.063685 1.36145
19500 97.5000 -2.626350 1.0026 -0.156194 -0.039916 0.201001 14.0036 17.1787 0.81047 158.315095 1.36181
19600 98.0000 -2.647017 1.0079 0.198191 0.122765 -0.140815 14.0027 17.1814 0.77410 138.383518 1.36163
19700 98.5000 -2.632438 0.9861 -0.063321 -0.135564 0.210949 14.0041 17.1815 0.79338 183.444085 1.36190
19800 99.0000 -2.604265 0.9757 -0.046323 -0.068216 -0.403047 14.0041 17.1874 0.82254 107.280568 1.36191
19900 99.5000 -2.603636 0.9987 0.228538 -0.016271 -0.159444 14.0029 17.1828 0.84949 149.168697 1.36167
20000 100.0000 -2.604816 1.0012 0.129624 0.327150 -0.059429 14.0056 17.1921 0.82617 133.163207 1.36219
20100 100.5000 -2.611804 0.9885 -0.282011 -0.096787 0.031987 14.0072 17.1981 0.77078 121.433637 1.36251
20200 101.0000 -2.627140 0.9988 0.057174 -0.152250 -0.139658 14.0034 17.1901 0.75286 127.721721 1.36177
20300 101.5000 -2.605040 1.0004 0.062017 -0.034588 -0.075072 14.0077 17.1889 0.75330 139.541432 1.36261
20400 102.0000 -2.622951 1.0045 0.178618 0.016689 -0.234691 14.0123 17.1893 0.76996 126.648540 1.36350
20500 102.5000 -2.602970 0.9937 0.036246 -0.056872 0.139783 14.0102 17.1832 0.75345 113.362523 1.36309
